bone	bone_rest_x_global_origin_in_meters	bone_rest_y_global_origin_in_meters	bone_rest_z_global_origin_in_meters	bone_rest_truncated_normalized_basis_axis_x_0	bone_rest_truncated_normalized_basis_axis_x_1	bone_rest_truncated_normalized_basis_axis_x_2	bone_rest_truncated_normalized_basis_axis_y_0	bone_rest_truncated_normalized_basis_axis_y_1	bone_rest_truncated_normalized_basis_axis_y_2	bone_rest_x_global_scale_in_meters	bone_rest_y_global_scale_in_meters	bone_rest_z_global_scale_in_meters	bone_x_global_origin_in_meters	bone_y_global_origin_in_meters	bone_z_global_origin_in_meters	bone_truncated_normalized_basis_axis_x_0	bone_truncated_normalized_basis_axis_x_1	bone_truncated_normalized_basis_axis_x_2	bone_truncated_normalized_basis_axis_y_0	bone_truncated_normalized_basis_axis_y_1	bone_truncated_normalized_basis_axis_y_2	bone_x_global_scale_in_meters	bone_y_global_scale_in_meters	bone_z_global_scale_in_meters	bone_parent_y_global_origin_in_meters	bone_parent_z_global_origin_in_meters	bone_parent_truncated_normalized_basis_axis_x_0	bone_parent_truncated_normalized_basis_axis_x_1	bone_parent_truncated_normalized_basis_axis_x_2	bone_parent_truncated_normalized_basis_axis_y_0	bone_parent_truncated_normalized_basis_axis_y_1	bone_parent_truncated_normalized_basis_axis_y_2	bone_parent_x_global_scale_in_meters	bone_parent_y_global_scale_in_meters	bone_parent_z_global_scale_in_meters	bone_hierarchy	specification_version	label
skirt_09_02	0.07662232965231	0.07662232965231	0.07662232965231	1	0	0	0	1	0	1	1	1	0.17684233188629	0.84859251976013	-0.03771944716573	1	0	0	0	1	0	1	1	1	0.84859251976013	-0.03771944716573	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	VRM_BONE_NONE
skirt_10_01	0.06666999310255	0.06666999310255	0.06666999310255	1	0	0	0	1	0	1	1	1	0.06666999310255	0.98305523395538	-0.07184268534184	1	0	0	0	1	0	1	1	1	0.98305523395538	-0.07184268534184	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	VRM_BONE_NONE
skirt_10_02	0.05006855726242	0.05006855726242	0.05006855726242	1	0	0	0	1	0	1	1	1	0.11673855036497	0.8413610458374	-0.12539392709732	1	0	0	0	1	0	1	1	1	0.8413610458374	-0.12539392709732	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	VRM_BONE_NONE
Spine	0	0	0	1	0	0	0	1	0	1	1	1	0	0.98417693376541	-0.01322999969125	1	0	0	0	1	0	1	1	1	0.98417693376541	-0.01322999969125	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	spine
Spine1	0	0	0	1	0	0	0	1	0	1	1	1	0	1.0404554605484	-0.0138706183061	1	0	0	0	1	0	1	1	1	1.0404554605484	-0.0138706183061	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	chest
Spine2	0.00000001056566	0.00000001056566	0.00000001056566	1	0	0	0	1	0	1	1	1	0.00000001056566	1.08477103710175	-0.01288350950927	1	0	0	0	1	0	1	1	1	1.08477103710175	-0.01288350950927	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	VRM_BONE_NONE
Spine3	0.00000001079434	0.00000001079434	0.00000001079434	1	0	0	0	1	0	1	1	1	0.00000002135999	1.13004577159882	-0.01323003694415	1	0	0	0	1	0	1	1	1	1.13004577159882	-0.01323003694415	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	upperChest
LeftShoulder	-0.01643330790102	-0.01643330790102	-0.01643330790102	1	0	0	0	1	0	1	1	1	-0.01643328741193	1.26720786094666	0.00937790796161	1	0	0	0	1	0	1	1	1	1.26720786094666	0.00937790796161	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	leftShoulder
LeftArm	-0.05430887639523	-0.05430887639523	-0.05430887639523	1	0	0	0	1	0	1	1	1	-0.07074216008186	1.2705180644989	0.00937789306045	1	0	0	0	1	0	1	1	1	1.2705180644989	0.00937789306045	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	leftUpperArm
LeftForeArm	-0.20895166695118	-0.20895166695118	-0.20895166695118	1	0	0	0	1	0	1	1	1	-0.2796938419342	1.26483511924744	0.00862362980843	1	0	0	0	1	0	1	1	1	1.26483511924744	0.00862362980843	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	leftLowerArm
LeftHand	-0.21772657334805	-0.21772657334805	-0.21772657334805	1	0	0	0	1	0	1	1	1	-0.49742043018341	1.26387083530426	0.00751136243343	1	0	0	0	1	0	1	1	1	1.26387083530426	0.00751136243343	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	leftHand
LeftFingersBase	-0.00326687097549	-0.00326687097549	-0.00326687097549	1	0	0	0	1	0	1	1	1	-0.50068730115891	1.263995885849	0.00750485062599	1	0	0	0	1	0	1	1	1	1.263995885849	0.00750485062599	1	0	0	0	1	0	1	1	1	Hips,,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,LeftToeEnd,RightUpLeg,RightLeg,RightFoot,RightToeBase,RightToeEnd,skirt_01_01,skirt_01_02,skirt_02_01,skirt_02_02,skirt_03_01,skirt_03_02,skirt_04_01,skirt_04_02,skirt_05_01,skirt_05_02,skirt_06_01,skirt_06_02,skirt_07_01,skirt_07_02,skirt_08_01,skirt_08_02,skirt_09_01,skirt_09_02,skirt_10_01,skirt_10_02,Spine,Spine1,Spine2,Spine3,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingersBase,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandIndex4,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandMiddle4,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandPinky4,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandRing4,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,LeftHandThumb4,Neck,Neck1,Head,eye_L,eye_light_L,eye_light_R,eye_R,hair1_L,hair2_L,hair3_L,hair4_L,hair5_L,hair6_L,hair7_L,hair8_L,hair1_R,hair2_R,hair3_R,hair4_R,hair5_R,hair6_R,hair7_R,hair8_R,hair_01_01,hair_01_02,hair_02_01,hair_02_02,hair_03_01,hair_03_02,HeadEnd,mituami1,mituami2,mituami3,mituami4,mituami_F,mouth,tongue01,tongue02,tongue03,ribbon_L,ribbon_R,RightShoulder,RightArm,RightForeArm,RightHand,RightFingersBase,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandIndex4,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandMiddle4,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandPinky4,RightHandRing1,RightHandRing2,RightHandRing3,RightHandRing4,RightHandThumb1,RightHandThumb2,RightHandThumb3,RightHandThumb4,tit_L,tit_R	VRM_VERSION_NONE	VRM_BONE_NONE
