bone	bone_rest_x_global_origin_in_meters	bone_rest_y_global_origin_in_meters	bone_rest_z_global_origin_in_meters	bone_rest_truncated_normalized_basis_axis_x_0	bone_rest_truncated_normalized_basis_axis_x_1	bone_rest_truncated_normalized_basis_axis_x_2	bone_rest_truncated_normalized_basis_axis_y_0	bone_rest_truncated_normalized_basis_axis_y_1	bone_rest_truncated_normalized_basis_axis_y_2	bone_rest_x_global_scale_in_meters	bone_rest_y_global_scale_in_meters	bone_rest_z_global_scale_in_meters	bone_x_global_origin_in_meters	bone_y_global_origin_in_meters	bone_z_global_origin_in_meters	bone_truncated_normalized_basis_axis_x_0	bone_truncated_normalized_basis_axis_x_1	bone_truncated_normalized_basis_axis_x_2	bone_truncated_normalized_basis_axis_y_0	bone_truncated_normalized_basis_axis_y_1	bone_truncated_normalized_basis_axis_y_2	bone_x_global_scale_in_meters	bone_y_global_scale_in_meters	bone_z_global_scale_in_meters	bone_parent_x_global_origin_in_meters	bone_parent_y_global_origin_in_meters	bone_parent_z_global_origin_in_meters	bone_parent_truncated_normalized_basis_axis_x_0	bone_parent_truncated_normalized_basis_axis_x_1	bone_parent_truncated_normalized_basis_axis_x_2	bone_parent_truncated_normalized_basis_axis_y_0	bone_parent_truncated_normalized_basis_axis_y_1	bone_parent_truncated_normalized_basis_axis_y_2	bone_parent_x_global_scale_in_meters	bone_parent_y_global_scale_in_meters	bone_parent_z_global_scale_in_meters	bone_hierarchy	specification_version	label
LeftArm	-0.09284012019634	-0.09284012019634	-0.09284012019634	1	0	0	0	1	0	1	1	1	-0.13922809064388	1.31626749038696	0.01968362554908	1	0	0	0	1	0	1	1	1	-0.13922809064388	1.31626749038696	0.01968362554908	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftUpperArm
LeftForeArm	-0.22795243561268	-0.22795243561268	-0.22795243561268	1	0	0	0	1	0	1	1	1	-0.36718052625656	1.30971527099609	0.01220219768584	1	0	0	0	1	0	1	1	1	-0.36718052625656	1.30971527099609	0.01220219768584	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftLowerArm
LeftHand	-0.21595758199692	-0.21595758199692	-0.21595758199692	1	0	0	0	1	0	1	1	1	-0.58313810825348	1.30791902542114	0.00441363453865	1	0	0	0	1	0	1	1	1	-0.58313810825348	1.30791902542114	0.00441363453865	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftHand
LeftHandThumb1	-0.02838557958603	-0.02838557958603	-0.02838557958603	1	0	0	0	1	0	1	1	1	-0.61152368783951	1.30105841159821	-0.02428149431944	1	0	0	0	1	0	1	1	1	-0.61152368783951	1.30105841159821	-0.02428149431944	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftThumbProximal
LeftHandThumb2	-0.02129983901978	-0.02129983901978	-0.02129983901978	1	0	0	0	1	0	1	1	1	-0.63282352685928	1.29711198806763	-0.04884798079729	1	0	0	0	1	0	1	1	1	-0.63282352685928	1.29711198806763	-0.04884798079729	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftThumbIntermediate
LeftHandThumb3	-0.01354455947876	-0.01354455947876	-0.01354455947876	1	0	0	0	1	0	1	1	1	-0.64636808633804	1.29271531105042	-0.07494417577982	1	0	0	0	1	0	1	1	1	-0.64636808633804	1.29271531105042	-0.07494417577982	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftThumbDistal
leaf.001	-0.01498627662659	-0.01498627662659	-0.01498627662659	1	0	0	0	1	0	1	1	1	-0.66135436296463	1.29026913642883	-0.09669090807438	1	0	0	0	1	0	1	1	1	-0.66135436296463	1.29026913642883	-0.09669090807438	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftThumbDistal
LeftHandIndex1	-0.08600896596909	-0.08600896596909	-0.08600896596909	1	0	0	0	1	0	1	1	1	-0.66914707422256	1.31044960021973	-0.04280655831099	1	0	0	0	1	0	1	1	1	-0.66914707422256	1.31044960021973	-0.04280655831099	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftIndexProximal
LeftHandIndex2	-0.02316188812256	-0.02316188812256	-0.02316188812256	1	0	0	0	1	0	1	1	1	-0.69230896234512	1.31232643127441	-0.04947244003415	1	0	0	0	1	0	1	1	1	-0.69230896234512	1.31232643127441	-0.04947244003415	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftIndexIntermediate
LeftHandIndex3	-0.02262651920319	-0.02262651920319	-0.02262651920319	1	0	0	0	1	0	1	1	1	-0.71493548154831	1.31048989295959	-0.05325958505273	1	0	0	0	1	0	1	1	1	-0.71493548154831	1.31048989295959	-0.05325958505273	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftIndexDistal
leaf.002	-0.02002918720245	-0.02002918720245	-0.02002918720245	1	0	0	0	1	0	1	1	1	-0.73496466875076	1.30539095401764	-0.05089132860303	1	0	0	0	1	0	1	1	1	-0.73496466875076	1.30539095401764	-0.05089132860303	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftIndexDistal
LeftHandMiddle1	-0.09451061487198	-0.09451061487198	-0.09451061487198	1	0	0	0	1	0	1	1	1	-0.67764872312546	1.31175541877747	-0.02494364418089	1	0	0	0	1	0	1	1	1	-0.67764872312546	1.31175541877747	-0.02494364418089	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftMiddleProximal
LeftHandMiddle2	-0.02535045146942	-0.02535045146942	-0.02535045146942	1	0	0	0	1	0	1	1	1	-0.70299917459488	1.3129997253418	-0.02883921004832	1	0	0	0	1	0	1	1	1	-0.70299917459488	1.3129997253418	-0.02883921004832	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftMiddleIntermediate
LeftHandMiddle3	-0.02372813224792	-0.02372813224792	-0.02372813224792	1	0	0	0	1	0	1	1	1	-0.7267273068428	1.31113362312317	-0.03064741753042	1	0	0	0	1	0	1	1	1	-0.7267273068428	1.31113362312317	-0.03064741753042	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftMiddleDistal
leaf.003	-0.01985239982605	-0.01985239982605	-0.01985239982605	1	0	0	0	1	0	1	1	1	-0.74657970666885	1.31078696250916	-0.02353184483945	1	0	0	0	1	0	1	1	1	-0.74657970666885	1.31078696250916	-0.02353184483945	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftMiddleDistal
LeftHandRing1	-0.0959489941597	-0.0959489941597	-0.0959489941597	1	0	0	0	1	0	1	1	1	-0.67908710241318	1.3081157207489	-0.00673552788794	1	0	0	0	1	0	1	1	1	-0.67908710241318	1.3081157207489	-0.00673552788794	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftRingProximal
LeftHandRing2	-0.02348673343658	-0.02348673343658	-0.02348673343658	1	0	0	0	1	0	1	1	1	-0.70257383584976	1.31027102470398	-0.00677025038749	1	0	0	0	1	0	1	1	1	-0.70257383584976	1.31027102470398	-0.00677025038749	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftRingIntermediate
LeftHandRing3	-0.02180707454681	-0.02180707454681	-0.02180707454681	1	0	0	0	1	0	1	1	1	-0.72438091039658	1.31054246425629	-0.00657396996394	1	0	0	0	1	0	1	1	1	-0.72438091039658	1.31054246425629	-0.00657396996394	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftRingDistal
leaf.004	-0.0189665555954	-0.0189665555954	-0.0189665555954	1	0	0	0	1	0	1	1	1	-0.74334746599197	1.31250786781311	-0.00578634813428	1	0	0	0	1	0	1	1	1	-0.74334746599197	1.31250786781311	-0.00578634813428	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftRingDistal
LeftHandPinky1	-0.09130150079727	-0.09130150079727	-0.09130150079727	1	0	0	0	1	0	1	1	1	-0.67443960905075	1.30461287498474	0.01097691245377	1	0	0	0	1	0	1	1	1	-0.67443960905075	1.30461287498474	0.01097691245377	1	0	0	0	1	0	1	1	1	Hips Spine Spine1 Spine2 Neck Head leaf LeftEye RightEye LeftShoulder LeftArm LeftForeArm LeftHand LeftHandThumb1 LeftHandThumb2 LeftHandThumb3 leaf.001 LeftHandIndex1 LeftHandIndex2 LeftHandIndex3 leaf.002 LeftHandMiddle1 LeftHandMiddle2 LeftHandMiddle3 leaf.003 LeftHandRing1 LeftHandRing2 LeftHandRing3 leaf.004 LeftHandPinky1 LeftHandPinky2 LeftHandPinky3 leaf.005 RightShoulder RightArm RightForeArm RightHand RightHandThumb1 RightHandThumb2 RightHandThumb3 leaf.006 RightHandIndex1 RightHandIndex2 RightHandIndex3 leaf.007 RightHandMiddle1 RightHandMiddle2 RightHandMiddle3 leaf.008 RightHandRing1 RightHandRing2 RightHandRing3 leaf.009 RightHandPinky1 RightHandPinky2 RightHandPinky3 leaf.010 LeftUpLeg LeftLeg LeftFoot LeftToeBase leaf.011 RightUpLeg RightLeg RightFoot RightToeBase leaf.012 		leftLittleProximal
