3.775208058220524e-15,0.000701298878993839,6.890430448436291e-09,1.8030646420363894e-11,3.2353195643375354e-12,4.5203290710560395e-07,0.9992511868476868,4.7030578571138903e-05
1.7052284584373467e-10,0.9997572302818298,1.0092687716678483e-06,1.8922085587291804e-07,2.0199266259623982e-08,5.469024131343758e-07,2.015345444306149e-06,0.00023890654847491533
4.600168163060303e-11,0.9998495578765869,4.2486749407544266e-07,8.65124647475568e-08,7.421000702834135e-09,2.28757500053689e-07,8.395497275159869e-07,0.00014882702089380473
2.0601668981878873e-10,0.999750554561615,1.1976553651038557e-06,2.0594097804860212e-07,2.4365084172472962e-08,6.222985007298121e-07,2.381626927672187e-06,0.00024512317031621933
9.09814029670386e-11,0.9998351335525513,8.113614171634254e-07,1.2024577245028922e-07,1.3788920227852941e-08,3.511273973799689e-07,1.4313153542389045e-06,0.0001621447445359081
1.5290382848753836e-10,0.9997822642326355,6.881388685542333e-07,2.659874667187978e-07,1.65100182414335e-08,5.167264589545084e-07,1.0992454235747573e-06,0.00021519452275242656
1.896441198523391e-10,0.999763548374176,8.314605679515807e-07,2.813499122567009e-07,1.9616761548491013e-08,5.892413241781469e-07,1.3928819271313841e-06,0.00023332569980993867
1.7453481993001674e-09,0.9993569254875183,3.5123086945532123e-06,1.0214383792117587e-06,1.0463548960615299e-07,2.5932642984116683e-06,7.135976829886204e-06,0.0006287630531005561
3.1743582762366884e-10,0.9996961355209351,1.4662075500382343e-06,2.8417602493391314e-07,3.198294606931995e-08,8.24390951947862e-07,2.909118848037906e-06,0.0002983874874189496
1.891237546344099e-14,0.0011342063080519438,9.962275449026947e-09,1.995575406310568e-11,4.839807374312777e-11,1.0533354952713125e-06,0.9988477230072021,1.704265014268458e-05
3.721581541751825e-20,0.0023691621609032154,1.2228847934281362e-09,4.3066102713065074e-15,1.0800243078340488e-12,5.942089598143241e-10,0.9976105690002441,2.025829417107161e-05
2.3024347727863825e-13,0.0029202576261013746,2.6232328309561126e-08,1.0721862980789254e-10,2.58065199432167e-07,4.515298496698961e-05,0.9970297813415527,4.549486220639665e-06
9.632881515023173e-13,0.9999626874923706,3.2094149560180085e-08,1.0394314742256938e-08,4.00023097979485e-10,1.8336571372401522e-08,4.519565166560824e-08,3.720954919117503e-05
8.708085807995758e-09,0.9985548853874207,1.3956518159830011e-05,2.0947068151144776e-06,4.3992150722260703e-07,7.567120974272257e-06,3.475134144537151e-05,0.0013862081104889512
2.144652050352011e-13,0.9999834299087524,9.33684685122671e-09,8.6971230217614e-09,1.0572195896507708e-10,6.385784345752654e-09,8.02718602699315e-09,1.661500209593214e-05
1.560212581352971e-07,0.9965758919715881,7.185929280240089e-05,2.224844865850173e-05,2.5816318611759925e-06,7.258157711476088e-05,0.00016488930850755423,0.0030897839460521936
2.8925833082948937e-12,1.8933313185698353e-05,0.00031843228498473763,5.577364277087327e-07,3.0264003726188093e-05,1.2565702645073173e-10,3.8780746081101825e-07,0.999631404876709
1.81104577673585e-18,0.00019578142382670194,1.1754526951790467e-07,5.337724619941531e-13,1.2300253697528074e-11,6.38848834944028e-11,2.1895020836382173e-05,0.999782145023346
3.0921557132360914e-16,0.9999933242797852,2.1367961566820526e-10,3.7887283588222687e-11,2.8475628972846057e-12,2.1138883699034494e-10,3.917528801355985e-10,6.706888598273508e-06
1.6755655890543508e-11,0.0003180549538228661,8.26671293907566e-06,4.973534117880263e-08,1.1136709872516803e-05,2.3575381419504993e-05,3.987435320595978e-06,0.9996349811553955
1.512107496506876e-12,0.9999438524246216,2.791241016097956e-08,4.519514718026585e-08,7.372105148562014e-10,2.472756222005046e-08,1.4656743374530379e-08,5.6046843383228406e-05
5.323257139177843e-18,1.8122187839253456e-06,7.618436437262233e-11,6.156873233464921e-09,9.563292380221355e-09,2.4294354972198562e-08,8.316262345431369e-09,0.9999982118606567
2.5285914855011082e-12,0.9999303817749023,8.18668652868837e-08,4.198970948721126e-09,4.647550955194646e-10,4.658400598600565e-08,2.3874110866017872e-06,6.708094588248059e-05
8.013111951754581e-09,0.9994875192642212,4.928052658215165e-05,2.5928979994205292e-06,2.5751418775143975e-07,2.8026854579366045e-06,2.0593099179677665e-05,0.00043687052675522864
3.727378938833681e-08,0.9980804920196533,5.354897439246997e-05,6.283438779064454e-06,1.0891815236391267e-06,1.3408236554823816e-05,7.45071520213969e-05,0.001770541537553072
2.9259437754614037e-12,0.9999270439147949,8.921809069306619e-08,4.659688634944814e-09,5.215407550274165e-10,5.1271470624669746e-08,2.5505041776341386e-06,7.035760791040957e-05
5.7587757479327095e-11,0.9999408721923828,1.8648128389031626e-05,1.1460336679647298e-07,6.171039679259138e-09,5.8735203367632494e-08,1.217153453580977e-06,3.914215267286636e-05
3.608468038263091e-11,0.9999485015869141,1.8750632079900242e-05,8.577324450698143e-08,4.4922550124226746e-09,4.132529696221354e-08,9.511220468993997e-07,3.1720173865323886e-05
3.671120265419381e-12,0.9999219179153442,1.0213081225174392e-07,5.489789067780748e-09,6.236411942417419e-10,5.952875525849777e-08,2.807221108014346e-06,7.52449850551784e-05
5.361094462244184e-14,0.9999741315841675,2.3876555133028887e-05,2.014480360301718e-09,6.955616638215645e-11,4.171985257261923e-10,3.644125001756038e-08,1.9007106857316103e-06
6.264377211406824e-11,0.9999390840530396,1.8760061720968224e-05,1.208752564707538e-07,6.551307940583229e-09,6.265295127150239e-08,1.2738883015117608e-06,4.0650968003319576e-05
2.082265132888339e-12,0.9999343156814575,7.295501092130507e-08,3.6427196814514673e-09,3.980861196239971e-10,4.1005467465993206e-08,2.2042495402274653e-06,6.34604730294086e-05
1.4462330638620458e-11,0.999958872795105,1.9600165614974685e-05,4.9074298402729255e-08,2.447878788558455e-09,2.0879680207031015e-08,5.843837698193965e-07,2.0963292627129704e-05
7.387235354677779e-13,0.9999699592590332,2.417247014818713e-05,9.122418376250607e-09,3.769684286947239e-10,2.534954024469016e-09,1.274687804198038e-07,5.676712589774979e-06
3.817045984844114e-11,0.9999476671218872,1.8653376173460856e-05,8.868651235616198e-08,4.6662065322777835e-09,4.310791368311584e-08,9.805113450056524e-07,3.25639484799467e-05
1.32319144790366e-12,0.9999432563781738,5.58567663233589e-08,2.633678608532364e-09,2.7775767796889284e-10,3.0354314617397904e-08,1.796111632756947e-06,5.48528551007621e-05
3.382049076016379e-14,0.999975323677063,2.3107884771889076e-05,1.5330171576621865e-09,5.140684405935403e-11,3.0512861681764036e-10,2.906616458631106e-08,1.5621512829966377e-06
5.771827424634122e-17,0.9999685287475586,3.129923788947053e-05,6.013536890669968e-11,9.856506886715688e-13,3.6160900662718376e-12,1.0341748568620801e-09,1.0368383840386741e-07
9.44160223094459e-13,0.9999693632125854,2.411498462606687e-05,1.049735054436951e-08,4.419309362901913e-10,3.00930880214878e-09,1.435725920373443e-07,6.3052261793927755e-06
1.958327814147176e-12,0.9999358654022217,7.04069123003137e-08,3.492567124396828e-09,3.7934003160877694e-10,3.930494685278063e-08,2.1335561086743837e-06,6.199719791766256e-05
7.184708938900997e-10,0.9998493194580078,2.8091475542169064e-05,5.579170760938723e-07,3.865535447289403e-08,4.1137360540233203e-07,5.087637873657513e-06,0.00011650702072074637
