2.106659454764433e-15,1.1620213255167378e-12,1.7170953015011037e-07,2.5564719408066594e-07,1.2865909448933621e-09,6.726876813824972e-14,1.0792331384037318e-13,1.6182126216790493e-07,1.5996682122931816e-05,1.5093020238055033e-06,1.654280439338711e-15,6.562384641771446e-13,1.2473341803875826e-10,4.2275661371604656e-07,1.144397632213412e-10,3.040605349724501e-07,2.5817507776082493e-06,6.004312780305554e-08,0.9602148532867432,4.533018578217556e-16,1.273446343930118e-07,0.03923896327614784,2.2911510768608423e-06,6.876138741063187e-06,2.9936433887378655e-10,2.0928189736757474e-11,8.45617995656571e-14,9.01097085836966e-10,6.933973701274865e-16,1.0698296327331987e-14,5.891817714895472e-16,1.4435707074156312e-09,5.345549197954824e-06,7.353790465458587e-08,2.110930836352054e-06,7.521406132582342e-06,1.528505890746601e-05,8.476717244798593e-11,2.0015737521193386e-14,2.755193628800612e-09,4.9631592238807976e-12,2.0432266989445225e-12,2.0137827494957905e-13,1.1187068632567687e-10,1.5147618309481925e-15,1.7860808387837324e-09,1.9053213378586415e-16,1.3600828241422391e-09,1.4199250472302083e-05,0.0003630020946729928,2.307472186657833e-06,1.696887352853338e-10,1.1427091806126555e-07,6.743072766823843e-11,4.1402305195337163e-11,0.0001054477907018736,1.999822391018924e-10
1.4792531510081082e-15,7.276422797630744e-10,5.141439942235593e-06,5.466912966767268e-07,4.031259375793239e-13,1.9319825687175163e-12,1.4510368817957642e-12,5.4264464921516264e-08,1.2003306437691208e-05,6.104833687459177e-07,9.061513471101182e-17,1.2577182947458992e-13,1.278836379015047e-07,6.13121228525415e-05,6.069613256443063e-09,8.929535397328436e-05,0.0019393807742744684,6.280992170815125e-09,0.9962425231933594,5.2648073990419885e-17,6.078514616092434e-06,0.000206548094865866,1.0490197865919981e-07,1.1304358338293241e-07,2.6667381410744317e-12,8.55642900282616e-12,2.7700162720219537e-14,6.499327298570279e-08,6.140174921870925e-17,1.1057323676469388e-12,2.53883541090916e-16,2.552360267582543e-10,9.677045454736799e-06,1.325717202682597e-09,5.509433549377718e-07,3.766689769690856e-05,3.2653460380061006e-07,8.538679485692313e-11,1.682915023395353e-15,8.422618691383832e-08,3.238689156269403e-13,4.886623874642004e-13,7.606413041067557e-16,1.9853466093344707e-11,1.2753376134289843e-14,1.5800326380599472e-08,2.1931416774977747e-17,5.795500079841531e-09,0.0005277455202303827,0.00031624487019144,2.3292252535611624e-06,8.161320230737346e-11,1.7584024902816964e-08,5.557035276382294e-09,7.755095177142124e-11,0.0005413104081526399,2.5364390587867547e-09
2.2066166895284895e-33,1.0,1.4932918454297478e-13,2.740188515004162e-14,9.620858493559967e-33,4.2162862774945395e-20,1.3105030332671939e-14,1.815494147275007e-18,2.753754238668851e-17,5.24503439096146e-19,4.8840267594322296e-26,1.2321781763198635e-20,2.216334407667553e-11,8.213739475897153e-15,4.1641105304581275e-14,1.5243570837021603e-13,1.0087100425770767e-12,6.144323363707385e-23,1.0254739403475664e-21,3.9369560280265484e-21,1.3980130563666458e-16,2.0562765872005245e-24,1.4022881295840612e-28,2.2271954167289705e-30,4.4045720663164196e-30,6.899978273528386e-23,1.1673578663817732e-23,4.569264621463643e-22,1.3529632822231055e-27,2.4656129563124686e-20,1.6637615751495567e-26,9.68043165663365e-24,5.154015572259187e-19,1.4437582161115793e-28,6.6299348704253395e-28,7.925510387634547e-24,6.709040131775112e-26,4.717899493695847e-25,9.238955881566576e-26,1.1796412127706887e-16,9.331588686874962e-24,4.370008580442147e-24,2.908723155290524e-31,2.5193535185681366e-25,1.355965512650354e-19,2.1161689818290845e-22,7.04325781756623e-25,1.6148601196823805e-22,2.7288488479216564e-22,1.7590951320486282e-24,8.220790175245272e-23,2.559032868691068e-21,2.8427918514977166e-26,1.831007047370381e-11,1.1896885780107532e-21,1.7888659221963278e-21,1.501747858012603e-11
1.2582861469512192e-39,1.0,2.7825898272007533e-19,1.2628116425593845e-16,6.768428528116871e-39,9.575272553663163e-26,1.3806856760095305e-19,2.939425080798397e-20,1.6556365291998718e-21,1.347295540026966e-23,4.4175435054184215e-31,5.4558937602796896e-24,4.6800318611803227e-14,1.1711375785509919e-20,2.8533214726934915e-17,5.874188047587354e-17,1.5019331463851117e-16,1.0075673430344389e-28,3.394531260482201e-27,2.2322824913193963e-22,4.06033276288696e-21,3.2476393355309044e-31,2.8348842801973054e-35,2.8468142851200794e-36,6.59673596959859e-35,6.5195323808107995e-28,5.51619558364045e-28,2.939720485147145e-25,3.8215612280084395e-32,5.570108986442114e-23,3.940726509380252e-29,1.906120791944241e-28,2.173352814650959e-24,1.704392421940429e-34,1.5122743088523383e-33,2.8329822814003757e-27,7.147246629341427e-32,4.119039335134452e-28,2.8196090225942346e-30,1.4623095162549191e-21,2.9807405896987367e-28,2.2517593501576517e-27,3.32552151687229e-36,4.1229021788424405e-30,7.985293422475816e-24,1.272758661542478e-25,2.0738463294043134e-29,6.50115467579897e-28,1.6714699412330965e-28,5.813755728517207e-31,8.237653761974924e-29,1.683309147787505e-26,1.1595943938278745e-32,2.1501247386945506e-15,1.7856911214079438e-26,6.383636356522406e-28,3.3024603356330597e-15
1.402332801778326e-33,1.0,4.730321986028e-15,8.649815076439832e-14,1.378755397305105e-32,7.707307702485973e-20,1.165547193333308e-15,7.732376832666071e-18,4.177357715471601e-17,3.5629274601588444e-18,1.4675196368009993e-26,1.0581965833791176e-19,1.166154325882296e-11,4.145707045613133e-15,1.39581521254456e-12,1.819690231830151e-13,3.362004468224211e-12,7.723155732531779e-24,4.521462932268615e-21,3.952457667355605e-20,5.414366947747496e-16,5.519192846783142e-25,2.0519069780722047e-29,4.4251185790942164e-30,4.3839061609283985e-29,1.6263331549157338e-23,8.687424119877571e-23,1.2626404756261925e-20,8.060999811904197e-27,5.086706851839982e-19,3.231830254931762e-25,1.6787577346761467e-24,1.2680237282785964e-18,1.9521345083224332e-28,3.583055920506401e-27,6.892875369937776e-23,4.1783903715632434e-26,2.3278556405595634e-23,1.9882105128544347e-26,1.7601821099977192e-17,2.885537386517575e-23,1.1262880163847577e-22,1.7315532078008005e-30,7.674955936792322e-25,4.689972547742738e-20,1.480517991047456e-21,1.9888109099590178e-25,2.1232938725508448e-21,7.47079751967533e-22,7.294330550023184e-25,6.645270864450625e-23,8.30831597137555e-21,5.690088222023762e-26,4.1680881836259065e-12,5.1652264423817915e-22,2.99136585374336e-22,7.389461438578326e-12
3.603129874570037e-38,1.0,5.925540888260233e-19,1.1379958585370858e-15,4.805108037692862e-37,6.553931736792615e-24,6.281556321975759e-19,6.183462007108861e-19,4.426778863347423e-20,1.7597554654242834e-21,7.37756429378335e-30,3.9041117474396864e-22,1.3703189245210107e-13,2.408507476437362e-19,2.32186998611278e-15,6.127679333014352e-16,2.2480997691540347e-15,9.898490282873194e-28,4.368156532251914e-25,3.943660310735419e-21,1.42393197090351e-19,7.38595638305274e-30,4.212815173826129e-34,1.986292038479441e-34,1.2310618054955802e-32,3.287458029666026e-27,2.8372122013372334e-26,1.18668677293977e-23,2.576937899940424e-30,2.4037137547612898e-21,2.835090404317502e-27,7.404808709425239e-28,8.19780403064458e-23,5.547306615034151e-33,7.938306719923618e-32,1.3795126193961922e-25,2.876273868834945e-30,6.75395220178064e-26,1.7766041698553868e-29,3.261063437555845e-21,1.7330238707767527e-26,1.7029379484467877e-25,2.770642251186795e-34,1.1976757674742814e-28,3.18521396926964e-23,3.694417451588652e-24,9.748927980070049e-29,7.569493245632842e-26,6.504556445859742e-27,1.366239204830784e-29,1.7079325858310836e-27,8.874350903927795e-25,1.4689560453073313e-30,4.660645902819808e-15,3.8332992242697857e-25,1.4097556051649818e-26,1.4250006272089992e-14
5.375455845541923e-29,1.0,1.0041572608143756e-11,3.4494559986164575e-11,6.737504605981178e-27,2.1444061810396204e-16,5.665770044967211e-13,1.7151398031857445e-13,5.854170447017193e-12,3.785569473451107e-14,1.9716072043432325e-21,5.1225439803858925e-16,1.6700751004350423e-08,1.410122019152027e-10,5.724880292046208e-11,1.9130648454268595e-11,2.1897542112903068e-10,3.166155886405126e-17,6.032309775900622e-16,8.379147699260058e-18,1.1704388543434807e-12,2.095223417684501e-19,1.1433962006084669e-22,1.0202492325307534e-21,6.811613230369149e-22,2.0489608862350295e-19,1.120884336854478e-20,9.233989231496859e-18,2.7051525470682573e-24,7.253349591619467e-17,5.392418383085443e-22,1.6735710472665274e-18,5.37018253284516e-16,5.257763613096561e-23,8.336661851536479e-22,1.6250427678236238e-16,1.6334369160297022e-19,3.0963285250977886e-18,3.119514901730836e-20,8.000946503635212e-14,8.786158404149172e-19,5.984900402992804e-19,3.7035878117004263e-25,1.258413130331649e-21,4.527478453346921e-17,1.1972759424241557e-17,8.684706651831265e-23,4.390826065483568e-18,5.323225706314566e-18,1.9470213654220118e-17,1.174866027307415e-18,1.0609866041316524e-17,1.095530204179265e-18,1.5656186069801237e-10,1.387191151674288e-17,9.406031549251558e-17,7.652167788307906e-10
1.1915134235980052e-30,1.0,9.404595563708166e-17,5.912703052862733e-12,1.502474042326113e-28,3.694950449005983e-18,1.0510411634727436e-16,1.4683502752599488e-16,4.191552280366799e-15,9.491423455293326e-16,6.945078555885138e-24,4.6932729104988844e-17,7.346095086402382e-12,4.549279704980707e-15,1.2629056871452105e-12,4.356083432876558e-14,1.215317126448956e-12,9.874798747972257e-22,3.29421092345806e-20,3.562587902517391e-18,2.5580405849101595e-11,3.2196935824943965e-20,7.484111156727182e-24,3.091028505740885e-26,3.453715318784814e-26,1.1463913314729152e-16,9.817786495552712e-21,6.42242879920872e-19,4.3238368823500524e-20,2.5302761760643797e-17,9.029478751210474e-19,3.1017616993926298e-21,5.859733165644663e-16,5.096179782376076e-21,8.72481502237978e-24,3.7425374840242595e-21,4.0688741196283608e-22,5.255944790149935e-21,6.044912374608881e-23,1.717285396933446e-15,1.812392303988464e-20,7.755203398657354e-20,1.3406364180271972e-22,9.943046798216089e-18,2.949887530019667e-17,1.5744455723567434e-15,8.791253836722499e-19,1.6375544660226264e-19,1.97122455253057e-20,1.4956850725733421e-22,1.18933312257185e-16,1.0179670759222388e-14,1.8871635445676386e-22,5.22103089928283e-11,2.325621523367105e-21,1.6251308362328684e-22,8.331507359016221e-12
2.771219277644227e-37,1.0,4.578234664153602e-21,1.297975331274008e-14,6.084270224698145e-36,4.53944683098321e-24,9.256476595275859e-21,1.2806334763315079e-18,8.269586308808308e-20,2.1927344328946427e-21,1.6194315849696518e-29,2.0082477107979587e-21,4.4647465791743807e-14,1.9097383758301708e-20,9.547055520477805e-16,1.5269766019129712e-16,6.510053828206585e-16,7.018465236651215e-28,1.0581570641456703e-25,2.0234438829896745e-20,5.806083951650148e-17,6.0852236227718115e-28,1.0638890380238618e-31,4.144009173204181e-33,2.626317984345162e-32,2.8798083630794977e-23,1.3490685049114503e-25,1.6242570307853732e-22,8.836373044538676e-27,2.5205422726299646e-20,1.2182763134588928e-23,2.4418491364104575e-26,1.3021142574324654e-21,4.326687985986869e-29,3.329136923110702e-30,4.059565486004967e-25,7.617072791204069e-29,5.769894321576577e-25,3.8138504576157744e-28,2.929954185902092e-20,8.284463768533097e-26,2.525985077767877e-24,2.2974032744448267e-30,1.4333510942785553e-24,6.372998489130597e-22,1.3982127930842195e-20,3.804948549412274e-25,1.4294952161295448e-25,1.0680272239990616e-26,2.595872800559289e-29,1.7107259284297756e-24,4.351515282686614e-22,5.955374868045517e-30,1.4281597212890788e-14,8.548549131400222e-26,5.755794268749347e-28,3.897057559331318e-15
6.295329387890844e-16,1.1888208746313467e-06,0.0007661823183298111,0.0005918272072449327,1.9048749462014826e-14,3.794148426428806e-13,1.4693563032963652e-10,1.207702666761179e-07,0.00010374085832154378,3.39642589608502e-08,5.965227876677185e-18,6.681149774048767e-13,2.2656427063338924e-06,4.320127118262462e-05,5.595982770500996e-07,0.000557845865841955,0.9550760984420776,2.7940245672652964e-09,0.03541580215096474,2.740393200515866e-15,9.39899018703727e-06,0.00012698334467131644,5.011955295231019e-09,3.161381911809258e-08,5.201965160711586e-13,4.989823554346628e-10,1.2839072998662403e-14,5.743994506701711e-07,4.407117718520045e-17,1.3834781844440647e-12,1.7343204735823713e-16,2.1435855313001184e-09,4.2308951378799975e-05,4.003614773040454e-09,1.2206209021314862e-06,1.317117039434379e-05,1.0870698474718665e-07,1.2383603691101808e-11,1.3052007764239714e-14,2.3215859528136207e-06,2.068827829318151e-13,2.5743452508608655e-12,5.091777096763656e-16,2.540593013744541e-10,1.0142144150340413e-13,3.859165786934682e-08,5.015686009529434e-16,1.2410411365237906e-08,0.004948368761688471,0.0018676836043596268,0.00020905089331790805,6.597832835630868e-10,3.38824568402174e-09,8.451502608863848e-09,2.9058776218615634e-11,0.00021952035604044795,2.886747267893952e-07
